index,Pair.Name,protein_name_a,Ligand.Name,protein_name_b,Receptor.Name,complex_pair,partner_a,partner_b,source,target,source_genesymbol,target_genesymbol,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,db,True_LR
4293,CD19_CD81,CD19,CD19 molecule,CD81,CD81 molecule,,P15391,P60033,OmniPath,P60033,CD19,CD81,1,0,0,0,0,0,Cellinker;HPRD;NetPath;Wang,Cellinker:32338599;HPRD:1383329;NetPath:7690834;NetPath:9597125,4,4,4,LR,LR,False
4294,CD1B_IL6ST,CD1B,CD1b molecule,IL6ST,interleukin 6 cytokine family signal transducer,,P29016,P40189,OmniPath,P40189,CD1B,IL6ST,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4295,CD2_CD53,CD2,CD2 molecule,CD53,CD53 molecule,,P06729,P19397,OmniPath,P19397,CD2,CD53,1,0,0,0,0,0,Cellinker;HPRD,Cellinker:1346273;HPRD:1346273,2,1,2,LR,LR,False
4296,CD22_IGSF21,CD22,CD22 molecule,IGSF21,immunoglobin superfamily member 21,,P20273,Q96ID5,OmniPath,Q96ID5,CD22,IGSF21,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4297,CD24_SELP,CD24,CD24 molecule,SELP,selectin P,,P25063,P16109,OmniPath,P16109,CD24,SELP,1,1,0,1,1,0,CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:9129046;Cellinker:9129046;HPRD:9129046;LRdb:9129046;connectomeDB2020:9129046,5,1,10,LR,both,False
4298,CD24_SIGLEC10,CD24,CD24 molecule,SIGLEC10,sialic acid binding Ig like lectin 10,,P25063,Q96LC7,OmniPath,Q96LC7,CD24,SIGLEC10,1,0,0,0,0,0,CellTalkDB;ICELLNET;iTALK,CellTalkDB:31367043;ICELLNET:31367043,2,1,3,LR,both,False
4302,CD28_TMEM95,CD28,CD28 molecule,TMEM95,transmembrane protein 95,,P10747,Q3KNT9,OmniPath,Q3KNT9,CD28,TMEM95,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4303,CD300A_IGSF5,CD300A,CD300a molecule,IGSF5,immunoglobulin superfamily member 5,,Q9UGN4,Q9NSI5,OmniPath,Q9NSI5,CD300A,IGSF5,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4304,CD300C_IGSF5,CD300C,CD300c molecule,IGSF5,immunoglobulin superfamily member 5,,Q08708,Q9NSI5,OmniPath,Q9NSI5,CD300C,IGSF5,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4305,CD300C_NTNG1,CD300C,CD300c molecule,NTNG1,netrin G1,,Q08708,Q9Y2I2,OmniPath,Q9Y2I2,CD300C,NTNG1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4306,CD300LB_LILRA1,CD300LB,CD300 molecule like family member b,LILRA1,leukocyte immunoglobulin like receptor A1,,A8K4G0,O75019,OmniPath,O75019,CD300LB,LILRA1,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4307,CD300LB_LRRC52,CD300LB,CD300 molecule like family member b,LRRC52,leucine rich repeat containing 52,,A8K4G0,Q8N7C0,OmniPath,Q8N7C0,CD300LB,LRRC52,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4308,CD300LB_SIGLEC10,CD300LB,CD300 molecule like family member b,SIGLEC10,sialic acid binding Ig like lectin 10,,A8K4G0,Q96LC7,OmniPath,Q96LC7,CD300LB,SIGLEC10,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4309,CD300LB_SIGLEC14,CD300LB,CD300 molecule like family member b,SIGLEC14,sialic acid binding Ig like lectin 14,,A8K4G0,Q08ET2,OmniPath,Q08ET2,CD300LB,SIGLEC14,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4310,CD300LB_SIGLEC5,CD300LB,CD300 molecule like family member b,SIGLEC5,sialic acid binding Ig like lectin 5,,A8K4G0,O15389,OmniPath,O15389,CD300LB,SIGLEC5,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4311,CD300LB_SIGLEC6,CD300LB,CD300 molecule like family member b,SIGLEC6,sialic acid binding Ig like lectin 6,,A8K4G0,O43699,OmniPath,O43699,CD300LB,SIGLEC6,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4313,CD300LF_HAVCR1,CD300LF,CD300 molecule like family member f,HAVCR1,hepatitis A virus cellular receptor 1,,Q8TDQ1,Q96D42,OmniPath,Q96D42,CD300LF,HAVCR1,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4314,CD300LF_IGSF5,CD300LF,CD300 molecule like family member f,IGSF5,immunoglobulin superfamily member 5,,Q8TDQ1,Q9NSI5,OmniPath,Q9NSI5,CD300LF,IGSF5,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4316,CD300LF_TIMD4,CD300LF,CD300 molecule like family member f,TIMD4,T cell immunoglobulin and mucin domain containing 4,,Q8TDQ1,Q96H15,OmniPath,Q96H15,CD300LF,TIMD4,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4318,CD320_IGSF5,CD320,CD320 molecule,IGSF5,immunoglobulin superfamily member 5,,Q9NPF0,Q9NSI5,OmniPath,Q9NSI5,CD320,IGSF5,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4322,CD33_KIRREL3,CD33,CD33 molecule,KIRREL3,kirre like nephrin family adhesion molecule 3,,P20138,Q8IZU9,OmniPath,Q8IZU9,CD33,KIRREL3,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4323,CD33_MAG,CD33,CD33 molecule,MAG,myelin associated glycoprotein,,P20138,P20916,OmniPath,P20916,CD33,MAG,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4324,CD33_SIGLEC1,CD33,CD33 molecule,SIGLEC1,sialic acid binding Ig like lectin 1,,P20138,Q9BZZ2,OmniPath,Q9BZZ2,CD33,SIGLEC1,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4325,CD33_SIGLEC10,CD33,CD33 molecule,SIGLEC10,sialic acid binding Ig like lectin 10,,P20138,Q96LC7,OmniPath,Q96LC7,CD33,SIGLEC10,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4326,CD34_NECTIN3,CD34,CD34 molecule,NECTIN3,nectin cell adhesion molecule 3,,P28906,Q9NQS3,OmniPath,Q9NQS3,CD34,NECTIN3,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4329,CD3D_CDHR2,CD3D,CD3 delta subunit of T-cell receptor complex,CDHR2,cadherin related family member 2,,P04234,Q9BYE9,OmniPath,Q9BYE9,CD3D,CDHR2,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4330,CD4_CCR5,CD4,CD4 molecule,CCR5,C-C motif chemokine receptor 5,,P01730,P51681,OmniPath,P51681,CD4,CCR5,1,1,0,1,1,0,Cellinker;HPRD;IntAct;Wang,Cellinker:29637711;HPRD:10816381;IntAct:10816381,3,2,4,LR,LR,False
4331,CD4_CXCR4,CD4,CD4 molecule,CXCR4,C-X-C motif chemokine receptor 4,,P01730,P61073,OmniPath,P61073,CD4,CXCR4,1,0,0,0,0,0,BioGRID;Cellinker;HPRD;InnateDB;Wang,BioGRID:10816381;BioGRID:14592831;Cellinker:29637711;HPRD:15660419;InnateDB:19066282,5,5,5,LR,LR,False
4332,CD4_MOG,CD4,CD4 molecule,MOG,myelin oligodendrocyte glycoprotein,,P01730,Q16653,OmniPath,Q16653,CD4,MOG,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4335,CD40LG_CD9,CD40LG,CD40 ligand,CD9,CD9 molecule,,P29965,P21926,OmniPath,P21926,CD40LG,CD9,1,0,0,0,0,0,Cellinker,Cellinker:21428930,1,1,1,LR,both,False
4336,CD40LG_TRAF3,CD40LG,CD40 ligand,TRAF3,TNF receptor associated factor 3,,P29965,Q13114,OmniPath,Q13114,CD40LG,TRAF3,1,0,1,1,0,1,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;Wang;iTALK;talklr,CellTalkDB:16429118,1,1,5,LR,both,False
4337,CD44_ACVR2B,CD44,CD44 molecule (Indian blood group),ACVR2B,activin A receptor type 2B,,P16070,Q13705,OmniPath,Q13705,CD44,ACVR2B,1,0,0,0,0,0,Cellinker,Cellinker:30297743,1,1,1,LR,LR,False
4339,CD44_EPCAM,CD44,CD44 molecule (Indian blood group),EPCAM,epithelial cell adhesion molecule,,P16070,P16422,OmniPath,P16422,CD44,EPCAM,1,0,0,0,0,0,Cellinker,Cellinker:17579117,1,1,1,LR,LR,False
4340,CD47_PCSK4,CD47,CD47 molecule,PCSK4,proprotein convertase subtilisin/kexin type 4,,Q08722,Q6UW60,OmniPath,Q6UW60,CD47,PCSK4,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4342,CD47_SIGLEC1,CD47,CD47 molecule,SIGLEC1,sialic acid binding Ig like lectin 1,,Q08722,Q9BZZ2,OmniPath,Q9BZZ2,CD47,SIGLEC1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4343,CD5_TNFRSF25,CD5,CD5 molecule,TNFRSF25,TNF receptor superfamily member 25,,P06127,Q93038,OmniPath,Q93038,CD5,TNFRSF25,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4345,CD55_ADGRE2,CD55,CD55 molecule (Cromer blood group),ADGRE2,adhesion G protein-coupled receptor E2,,P08174,Q9UHX3,OmniPath,Q9UHX3,CD55,ADGRE2,1,0,0,0,0,0,CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:9064337,1,1,4,LR,both,False
4346,CD55_CR1,CD55,CD55 molecule (Cromer blood group),CR1,complement C3b/C4b receptor 1 (Knops blood group),,P08174,P17927,OmniPath,P17927,CD55,CR1,1,0,0,0,0,0,CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,CellTalkDB:11694537;Cellinker:11694537;HPRD:11694537;LRdb:11694537,4,1,7,LR,both,False
4347,CD59_TNFSF15,CD59,CD59 molecule (CD59 blood group),TNFSF15,TNF superfamily member 15,,P13987,O95150,OmniPath,O95150,CD59,TNFSF15,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,both,False
4348,CD6_DAG1,CD6,CD6 molecule,DAG1,dystroglycan 1,,P30203,Q14118,OmniPath,Q14118,CD6,DAG1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4349,CD6_SIGLEC8,CD6,CD6 molecule,SIGLEC8,sialic acid binding Ig like lectin 8,,P30203,Q9NYZ4,OmniPath,Q9NYZ4,CD6,SIGLEC8,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4350,CD63_KIT,CD63,CD63 molecule,KIT,"KIT proto-oncogene, receptor tyrosine kinase",,P08962,P10721,OmniPath,P10721,CD63,KIT,1,0,0,0,0,0,Cellinker,Cellinker:12036870,1,1,1,LR,LR,False
4351,CD69_KLRB1,CD69,CD69 molecule,KLRB1,killer cell lectin like receptor B1,,Q07108,Q12918,OmniPath,Q12918,CD69,KLRB1,1,0,0,0,0,0,CellChatDB,CellChatDB:24223577,1,1,1,LR,both,False
4353,CD7_ADAM15,CD7,CD7 molecule,ADAM15,ADAM metallopeptidase domain 15,,P09564,Q13444,OmniPath,Q13444,CD7,ADAM15,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4356,CD74_ACKR3,CD74,CD74 molecule,ACKR3,atypical chemokine receptor 3,,P04233,P25106,OmniPath,P25106,CD74,ACKR3,1,0,0,0,0,0,Cellinker,Cellinker:29637711,1,1,1,LR,LR,False
4357,CD74_CXCR2,CD74,CD74 molecule,CXCR2,C-X-C motif chemokine receptor 2,,P04233,P25025,OmniPath,P25025,CD74,CXCR2,1,0,0,0,0,0,Cellinker,Cellinker:29637711,1,1,1,LR,both,False
4359,CD79B_CD244,CD79B,CD79b molecule,CD244,CD244 molecule,,P40259,Q9BZW8,OmniPath,Q9BZW8,CD79B,CD244,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4360,CD79B_IGSF21,CD79B,CD79b molecule,IGSF21,immunoglobin superfamily member 21,,P40259,Q96ID5,OmniPath,Q96ID5,CD79B,IGSF21,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4361,CD79B_KREMEN1,CD79B,CD79b molecule,KREMEN1,kringle containing transmembrane protein 1,,P40259,Q96MU8,OmniPath,Q96MU8,CD79B,KREMEN1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4362,CD79B_NTM,CD79B,CD79b molecule,NTM,neurotrimin,,P40259,Q9P121,OmniPath,Q9P121,CD79B,NTM,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4373,CDC37_ERBB2,CDC37,"cell division cycle 37, HSP90 cochaperone",ERBB2,erb-b2 receptor tyrosine kinase 2,,Q16543,P04626,OmniPath,P04626,CDC37,ERBB2,1,0,0,0,0,0,Cellinker;Lit-BM-17,Cellinker:15632176;Lit-BM-17:24189400;Lit-BM-17:25036637,3,3,2,LR,LR,False
4374,CDCP1_EGFR,CDCP1,CUB domain containing protein 1,EGFR,epidermal growth factor receptor,,Q9H5V8,P00533,OmniPath,P00533,CDCP1,EGFR,1,0,0,0,0,0,Cellinker,Cellinker:23045285,1,1,1,LR,LR,False
4375,CDH1_CDH2,CDH1,cadherin 1,CDH2,cadherin 2,,P12830,P19022,OmniPath,P19022,CDH1,CDH2,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,5,LR,both,False
4376,CDH1_ERBB3,CDH1,cadherin 1,ERBB3,erb-b2 receptor tyrosine kinase 3,,P12830,P21860,OmniPath,P21860,CDH1,ERBB3,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,5,LR,both,False
4377,CDH1_ITGAE,CDH1,cadherin 1,ITGAE,integrin subunit alpha E,,P12830,P38570,OmniPath,P38570,CDH1,ITGAE,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:7969453;HPMR:7969453;HPRD:12434297;LRdb:124;LRdb:7969453;connectomeDB2020:12434297;connectomeDB2020:7969453,7,3,10,LR,both,False
4378,CDH1_ITGB7,CDH1,cadherin 1,ITGB7,integrin subunit beta 7,,P12830,P26010,OmniPath,P26010,CDH1,ITGB7,1,1,0,1,1,0,CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Reactome_LRdb;Wang;connectomeDB2020;iTALK;talklr,CellTalkDB:7969453;HPMR:7969453;HPRD:10837471;LRdb:108;LRdb:7969453;connectomeDB2020:10837471;connectomeDB2020:7969453,7,3,10,LR,both,False
4379,CDH1_KLRG1,CDH1,cadherin 1,KLRG1,killer cell lectin like receptor G1,,P12830,Q96E93,OmniPath,Q96E93,CDH1,KLRG1,1,0,0,0,0,0,CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;ICELLNET;LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr,CellChatDB:19604491;Cellinker:19604491;ICELLNET:16904340;connectomeDB2020:19604491,4,2,10,LR,both,False
4381,CDH13_NCAM2,CDH13,cadherin 13,NCAM2,neural cell adhesion molecule 2,,P55290,O15394,OmniPath,O15394,CDH13,NCAM2,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4382,CDH6_CNTN1,CDH6,cadherin 6,CNTN1,contactin 1,,P55285,Q12860,OmniPath,Q12860,CDH6,CNTN1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4383,CDH6_PTGFRN,CDH6,cadherin 6,PTGFRN,prostaglandin F2 receptor inhibitor,,P55285,Q9P2B2,OmniPath,Q9P2B2,CDH6,PTGFRN,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4384,CDH9_BTN3A1,CDH9,cadherin 9,BTN3A1,butyrophilin subfamily 3 member A1,,Q9ULB4,O00481,OmniPath,O00481,CDH9,BTN3A1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4388,CEACAM1_HAVCR2,CEACAM1,CEA cell adhesion molecule 1,HAVCR2,hepatitis A virus cellular receptor 2,,P13688,Q8TDQ0,OmniPath,Q8TDQ0,CEACAM1,HAVCR2,1,0,0,0,0,0,ICELLNET;InnateDB;connectomeDB2020,ICELLNET:25363763;ICELLNET:27192565;InnateDB:25363763;connectomeDB2020:26982724,4,3,3,LR,both,False
4389,CEACAM20_VSIG8,CEACAM20,CEA cell adhesion molecule 20,VSIG8,V-set and immunoglobulin domain containing 8,,Q6UY09,P0DPA2,OmniPath,P0DPA2,CEACAM20,VSIG8,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4390,CEACAM21_LILRA6,CEACAM21,CEA cell adhesion molecule 21,LILRA6,leukocyte immunoglobulin like receptor A6,,Q3KPI0,Q6PI73,OmniPath,Q6PI73,CEACAM21,LILRA6,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4391,CEACAM3_CEACAM7,CEACAM3,CEA cell adhesion molecule 3,CEACAM7,CEA cell adhesion molecule 7,,P40198,Q14002,OmniPath,Q14002,CEACAM3,CEACAM7,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4393,CEACAM4_PDCD1LG2,CEACAM4,CEA cell adhesion molecule 4,PDCD1LG2,programmed cell death 1 ligand 2,,O75871,Q9BQ51,OmniPath,Q9BQ51,CEACAM4,PDCD1LG2,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,LR,False
4394,CEACAM5_CEACAM3,CEACAM5,CEA cell adhesion molecule 5,CEACAM3,CEA cell adhesion molecule 3,,P06731,P40198,OmniPath,P40198,CEACAM5,CEACAM3,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4395,CEACAM5_CEACAM7,CEACAM5,CEA cell adhesion molecule 5,CEACAM7,CEA cell adhesion molecule 7,,P06731,Q14002,OmniPath,Q14002,CEACAM5,CEACAM7,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4396,CEACAM5_CEACAM8,CEACAM5,CEA cell adhesion molecule 5,CEACAM8,CEA cell adhesion molecule 8,,P06731,P31997,OmniPath,P31997,CEACAM5,CEACAM8,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4400,CEL_CXCR4,CEL,carboxyl ester lipase,CXCR4,C-X-C motif chemokine receptor 4,,P19835,P61073,OmniPath,P61073,CEL,CXCR4,1,0,0,0,0,0,Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr,CellTalkDB:18037996;Cellinker:18037996;LRdb:18037996;Ramilowski2015:18037996;connectomeDB2020:18037996;talklr:18037996,6,1,9,LR,both,False
4401,CELA3B_CHRM3,CELA3B,chymotrypsin like elastase 3B,CHRM3,cholinergic receptor muscarinic 3,,P08861,P20309,OmniPath,P20309,CELA3B,CHRM3,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,LR,False
4402,CER1_WNT1,CER1,"cerberus 1, DAN family BMP antagonist",WNT1,Wnt family member 1,,O95813,P04628,OmniPath,P04628,CER1,WNT1,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4403,CER1_WNT10A,CER1,"cerberus 1, DAN family BMP antagonist",WNT10A,Wnt family member 10A,,O95813,Q9GZT5,OmniPath,Q9GZT5,CER1,WNT10A,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4404,CER1_WNT10B,CER1,"cerberus 1, DAN family BMP antagonist",WNT10B,Wnt family member 10B,,O95813,O00744,OmniPath,O00744,CER1,WNT10B,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4405,CER1_WNT16,CER1,"cerberus 1, DAN family BMP antagonist",WNT16,Wnt family member 16,,O95813,Q9UBV4,OmniPath,Q9UBV4,CER1,WNT16,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4406,CER1_WNT2,CER1,"cerberus 1, DAN family BMP antagonist",WNT2,Wnt family member 2,,O95813,P09544,OmniPath,P09544,CER1,WNT2,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4407,CER1_WNT2B,CER1,"cerberus 1, DAN family BMP antagonist",WNT2B,Wnt family member 2B,,O95813,Q93097,OmniPath,Q93097,CER1,WNT2B,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4408,CER1_WNT3,CER1,"cerberus 1, DAN family BMP antagonist",WNT3,Wnt family member 3,,O95813,P56703,OmniPath,P56703,CER1,WNT3,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4409,CER1_WNT3A,CER1,"cerberus 1, DAN family BMP antagonist",WNT3A,Wnt family member 3A,,O95813,P56704,OmniPath,P56704,CER1,WNT3A,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4410,CER1_WNT4,CER1,"cerberus 1, DAN family BMP antagonist",WNT4,Wnt family member 4,,O95813,P56705,OmniPath,P56705,CER1,WNT4,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4411,CER1_WNT6,CER1,"cerberus 1, DAN family BMP antagonist",WNT6,Wnt family member 6,,O95813,Q9Y6F9,OmniPath,Q9Y6F9,CER1,WNT6,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4412,CER1_WNT7A,CER1,"cerberus 1, DAN family BMP antagonist",WNT7A,Wnt family member 7A,,O95813,O00755,OmniPath,O00755,CER1,WNT7A,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4413,CER1_WNT7B,CER1,"cerberus 1, DAN family BMP antagonist",WNT7B,Wnt family member 7B,,O95813,P56706,OmniPath,P56706,CER1,WNT7B,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4414,CER1_WNT8A,CER1,"cerberus 1, DAN family BMP antagonist",WNT8A,Wnt family member 8A,,O95813,Q9H1J5,OmniPath,Q9H1J5,CER1,WNT8A,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4415,CER1_WNT8B,CER1,"cerberus 1, DAN family BMP antagonist",WNT8B,Wnt family member 8B,,O95813,Q93098,OmniPath,Q93098,CER1,WNT8B,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4416,CER1_WNT9A,CER1,"cerberus 1, DAN family BMP antagonist",WNT9A,Wnt family member 9A,,O95813,O14904,OmniPath,O14904,CER1,WNT9A,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4417,CER1_WNT9B,CER1,"cerberus 1, DAN family BMP antagonist",WNT9B,Wnt family member 9B,,O95813,O14905,OmniPath,O14905,CER1,WNT9B,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4418,CFC1_ACVR1B,CFC1,"cryptic, EGF-CFC family member 1",ACVR1B,activin A receptor type 1B,,P0CG37,P36896,OmniPath,P36896,CFC1,ACVR1B,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,False
4419,CFC1_ACVR2A,CFC1,"cryptic, EGF-CFC family member 1",ACVR2A,activin A receptor type 2A,,P0CG37,P27037,OmniPath,P27037,CFC1,ACVR2A,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,False
4420,CFC1_SMAD3,CFC1,"cryptic, EGF-CFC family member 1",SMAD3,SMAD family member 3,,P0CG37,P84022,OmniPath,P84022,CFC1,SMAD3,1,0,0,0,0,0,CellTalkDB;LRdb;Reactome_LRdb,CellTalkDB:32196115,1,1,2,LR,both,False
4421,CGN_OCLN,CGN,cingulin,OCLN,occludin,,Q9P2M7,Q16625,OmniPath,Q16625,CGN,OCLN,1,0,0,0,0,0,CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,CellTalkDB:32196115,1,1,5,LR,both,False
4422,CHL1_SIRPA,CHL1,cell adhesion molecule L1 like,SIRPA,signal regulatory protein alpha,,O00533,P78324,OmniPath,P78324,CHL1,SIRPA,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4423,CHL1_TMEM132A,CHL1,cell adhesion molecule L1 like,TMEM132A,transmembrane protein 132A,,O00533,Q24JP5,OmniPath,Q24JP5,CHL1,TMEM132A,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LR,False
4424,CHRD_BMP15,CHRD,chordin,BMP15,bone morphogenetic protein 15,,Q9H2X0,O95972,OmniPath,O95972,CHRD,BMP15,1,0,1,1,0,1,CellChatDB-cofactors,,0,0,1,LR,LR,False
4425,CHRD_BMP2,CHRD,chordin,BMP2,bone morphogenetic protein 2,,Q9H2X0,P12643,OmniPath,P12643,CHRD,BMP2,1,0,1,1,0,1,CellChatDB-cofactors;HPRD;Wang,HPRD:15064755,1,1,3,LR,LR,False
4426,CHRD_BMP4,CHRD,chordin,BMP4,bone morphogenetic protein 4,,Q9H2X0,P12644,OmniPath,P12644,CHRD,BMP4,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
4427,CHRD_BMP5,CHRD,chordin,BMP5,bone morphogenetic protein 5,,Q9H2X0,P22003,OmniPath,P22003,CHRD,BMP5,1,0,1,1,0,1,CellChatDB-cofactors;Wang,,0,0,2,LR,LR,False
