Unnamed: 0,True_LR,Pair.Name,Ligand,Ligand.Name,Receptor,Receptor.Name,complex_pair,source,target,is_directed,is_stimulation,is_inhibition,consensus_direction,consensus_stimulation,consensus_inhibition,sources,references,curation_effort,n_references,n_resources,annotation_strategy,partner_a,partner_b
9741,False,ADAM7_ITGA4,ADAM7,ADAM metallopeptidase domain 7,ITGA4,integrin subunit alpha 4,,community,P13612,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:15504110,1,1,1,both,ADAM7,ITGA4
9751,False,ADAM7_ITGB7,ADAM7,ADAM metallopeptidase domain 7,ITGB7,integrin subunit beta 7,,community,P26010,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:15504110,1,1,1,both,ADAM7,ITGB7
9761,False,ADGRB1_RTN4R,ADGRB1,adhesion G protein-coupled receptor B1,RTN4R,reticulon 4 receptor,,community,Q9BZR6,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30477585,1,1,1,both,ADGRB1,RTN4R
9771,False,ADGRB1_RTN4RL1,ADGRB1,adhesion G protein-coupled receptor B1,RTN4RL1,reticulon 4 receptor like 1,,community,Q86UN2,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30477585,1,1,1,both,ADGRB1,RTN4RL1
9781,False,ADGRB1_RTN4RL2,ADGRB1,adhesion G protein-coupled receptor B1,RTN4RL2,reticulon 4 receptor like 2,,community,Q86UN3,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30477585,1,1,1,both,ADGRB1,RTN4RL2
9811,False,ANPEP_SELE,ANPEP,"alanyl aminopeptidase, membrane",SELE,selectin E,,community,P16581,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29777742,1,1,1,both,ANPEP,SELE
9821,False,ANXA2_ROBO4,ANXA2,annexin A2,ROBO4,roundabout guidance receptor 4,,community,Q8WZ75,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29786451,1,1,1,both,ANXA2,ROBO4
9831,False,ANXA2_TLR2,ANXA2,annexin A2,TLR2,toll like receptor 2,,community,O60603,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:26885373,1,1,1,both,ANXA2,TLR2
9841,False,BSG_SLC16A1,BSG,basigin (Ok blood group),SLC16A1,solute carrier family 16 member 1,,community,P53985,1,0,0,0,0,0,BioGRID;HPRD;NetPath;connectomeDB2020,BioGRID:10921872;HPRD:10921872;NetPath:14607782;connectomeDB2020:21792931,4,3,4,both,BSG,SLC16A1
9851,False,BSG_SLC16A7,BSG,basigin (Ok blood group),SLC16A7,solute carrier family 16 member 7,,community,O60669,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:21792931,1,1,1,both,BSG,SLC16A7
9861,False,C1QB_CD33,C1QB,complement C1q B chain,CD33,CD33 molecule,,community,P20138,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:28325905,1,1,1,both,C1QB,CD33
9871,False,C3_NRP1,C3,complement C3,NRP1,neuropilin 1,,community,O14786,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:31572401,1,1,1,both,C3,NRP1
9961,False,CCN1_SDC4,CCN1,cellular communication network factor 1,SDC4,syndecan 4,,community,P31431,1,0,0,0,0,0,Baccin2019;connectomeDB2020,Baccin2019:16275757;connectomeDB2020:16275757,2,1,2,both,CCN1,SDC4
9971,False,CD177_PECAM1,CD177,CD177 molecule,PECAM1,platelet and endothelial cell adhesion molecule 1,,community,P16284,1,0,0,0,0,0,CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;LRdb;connectomeDB2020,Cellinker:17580308;LRdb:17580308;connectomeDB2020:17580308,3,1,4,both,CD177,PECAM1
9981,False,CD34_SELE,CD34,CD34 molecule,SELE,selectin E,,community,P16581,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29296932,1,1,1,both,CD34,SELE
10011,False,CEACAM6_CEACAM8,CEACAM6,CEA cell adhesion molecule 6,CEACAM8,CEA cell adhesion molecule 8,,community,P31997,1,0,0,0,0,0,CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPRD;IntAct;LRdb;Lit-BM-17;Wojtowicz2020;connectomeDB2020,Cellinker:11590190;HPRD:11095950;HPRD:2022629;IntAct:21982860;IntAct:26483485;LRdb:11590190;Lit-BM-17:21982860;connectomeDB2020:11590190,8,5,8,both,CEACAM6,CEACAM8
10021,False,CNTN1_NOTCH2,CNTN1,contactin 1,NOTCH2,notch receptor 2,,community,Q04721,1,0,0,0,0,0,HPRD;NetPath;Wang;connectomeDB2020,HPRD:14567914;NetPath:14567914;connectomeDB2020:14567914,3,1,4,both,CNTN1,NOTCH2
10071,False,DNAJB11_PRTG,DNAJB11,DnaJ heat shock protein family (Hsp40) member B11,PRTG,protogenin,,community,Q2VWP7,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:20335479,1,1,1,both,DNAJB11,PRTG
10081,False,EPO_CRLF3,EPO,erythropoietin,CRLF3,cytokine receptor like factor 3,,community,Q8IUI8,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:28769759,1,1,1,both,EPO,CRLF3
10091,False,FZD8_CKAP4,FZD8,frizzled class receptor 8,CKAP4,cytoskeleton associated protein 4,,community,Q07065,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:28893174,1,1,1,both,FZD8,CKAP4
10101,False,HAVCR1_CD300LB,HAVCR1,hepatitis A virus cellular receptor 1,CD300LB,CD300 molecule like family member b,,community,A8K4G0,1,0,0,0,0,0,Cellinker;connectomeDB2020,Cellinker:20566714;connectomeDB2020:20566714,2,1,2,both,HAVCR1,CD300LB
10131,False,IL1RAPL1_PTPRF,IL1RAPL1,interleukin 1 receptor accessory protein like 1,PTPRF,protein tyrosine phosphatase receptor type F,,community,P10586,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:23345436,1,1,1,both,IL1RAPL1,PTPRF
10161,False,LGI1_ADAM11,LGI1,leucine rich glioma inactivated 1,ADAM11,ADAM metallopeptidase domain 11,,community,O75078,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:18974846,1,1,1,both,LGI1,ADAM11
10171,False,LGI1_ADAM22,LGI1,leucine rich glioma inactivated 1,ADAM22,ADAM metallopeptidase domain 22,,community,Q9P0K1,1,0,0,0,0,0,HPRD;LMPID;Wang;connectomeDB2020,HPRD:16990550;LMPID:16990550;connectomeDB2020:18974846,3,2,4,both,LGI1,ADAM22
10181,False,LGI2_ADAM11,LGI2,leucine rich repeat LGI family member 2,ADAM11,ADAM metallopeptidase domain 11,,community,O75078,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:20220021,1,1,1,both,LGI2,ADAM11
10191,False,LGI2_ADAM22,LGI2,leucine rich repeat LGI family member 2,ADAM22,ADAM metallopeptidase domain 22,,community,Q9P0K1,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:21829378,1,1,1,both,LGI2,ADAM22
10201,False,LGI3_ADAM22,LGI3,leucine rich repeat LGI family member 3,ADAM22,ADAM metallopeptidase domain 22,,community,Q9P0K1,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:20220021,1,1,1,both,LGI3,ADAM22
10211,False,LGI4_ADAM11,LGI4,leucine rich repeat LGI family member 4,ADAM11,ADAM metallopeptidase domain 11,,community,O75078,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:18974846;connectomeDB2020:20220021,2,2,1,both,LGI4,ADAM11
10221,False,LGI4_ADAM22,LGI4,leucine rich repeat LGI family member 4,ADAM22,ADAM metallopeptidase domain 22,,community,Q9P0K1,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:18974846;connectomeDB2020:20220021,2,2,1,both,LGI4,ADAM22
10231,False,LILRB4_LAIR1,LILRB4,leukocyte immunoglobulin like receptor B4,LAIR1,leukocyte associated immunoglobulin like receptor 1,,community,Q6GTX8,1,0,0,0,0,0,CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;LRdb;connectomeDB2020,Cellinker:19283782;LRdb:19283782;connectomeDB2020:19283782,3,1,4,both,LILRB4,LAIR1
10241,False,LRRC4B_PTPRD,LRRC4B,leucine rich repeat containing 4B,PTPRD,protein tyrosine phosphatase receptor type D,,community,P23468,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:23345436,1,1,1,both,LRRC4B,PTPRD
10271,False,LTF_LRP11,LTF,lactotransferrin,LRP11,LDL receptor related protein 11,,community,Q86VZ4,1,1,0,1,1,0,Baccin2019;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr,Baccin2019:1464627;HPMR:14596620;HPMR:1464627;LRdb:1464627;connectomeDB2020:1464627,5,2,9,both,LTF,LRP11
10281,False,MUC2_AGR2,MUC2,"mucin 2, oligomeric mucus/gel-forming",AGR2,"anterior gradient 2, protein disulphide isomerase family member",,community,O95994,1,0,0,0,0,0,Cellinker;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr,Cellinker:19359471;LRdb:19359471;Ramilowski2015:19359471;connectomeDB2020:19359471;talklr:19359471,5,1,6,both,MUC2,AGR2
10331,False,NECTIN2_PVRIG,NECTIN2,nectin cell adhesion molecule 2,PVRIG,PVR related immunoglobulin domain containing,,community,Q6DKI7,1,0,0,0,0,0,LRdb;UniProt_LRdb;connectomeDB2020,connectomeDB2020:26755705;connectomeDB2020:30659054,2,2,2,both,NECTIN2,PVRIG
10341,False,NECTIN4_TIGIT,NECTIN4,nectin cell adhesion molecule 4,TIGIT,T cell immunoreceptor with Ig and ITIM domains,,community,Q495A1,1,0,0,0,0,0,Cellinker;Lit-BM-17;connectomeDB2020,Cellinker:32589946;Lit-BM-17:21982860;connectomeDB2020:32503945,3,3,3,both,NECTIN4,TIGIT
10351,False,NTRK3_PTPRD,NTRK3,neurotrophic receptor tyrosine kinase 3,PTPRD,protein tyrosine phosphatase receptor type D,,community,P23468,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:23345436,1,1,1,both,NTRK3,PTPRD
10361,False,NTRK3_PTPRF,NTRK3,neurotrophic receptor tyrosine kinase 3,PTPRF,protein tyrosine phosphatase receptor type F,,community,P10586,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:23345436,1,1,1,both,NTRK3,PTPRF
10391,False,OMG_TNFRSF1B,OMG,oligodendrocyte myelin glycoprotein,TNFRSF1B,TNF receptor superfamily member 1B,,community,P20333,1,1,0,1,1,0,Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;talklr,Cellinker:14966521;HPMR:14966521;LRdb:14966521;connectomeDB2020:14966521,4,1,9,both,OMG,TNFRSF1B
10401,False,PROC_TEK,PROC,"protein C, inactivator of coagulation factors Va and VIIIa",TEK,TEK receptor tyrosine kinase,,community,Q02763,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:28005151,1,1,1,both,PROC,TEK
10451,False,RTN4_S1PR2,RTN4,reticulon 4,S1PR2,sphingosine-1-phosphate receptor 2,,community,O95136,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:24453941,1,1,1,both,RTN4,S1PR2
10481,False,SELPLG_SIGLEC5,SELPLG,selectin P ligand,SIGLEC5,sialic acid binding Ig like lectin 5,,community,O15389,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:27892504,1,1,1,both,SELPLG,SIGLEC5
10491,False,SEMA4A_LILRB2,SEMA4A,semaphorin 4A,LILRB2,leukocyte immunoglobulin like receptor B2,,community,Q8N423,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:29467366,1,1,1,both,SEMA4A,LILRB2
10501,False,SERPINF1_PLXDC1,SERPINF1,serpin family F member 1,PLXDC1,plexin domain containing 1,,community,Q8IUK5,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:25535841,1,1,1,both,SERPINF1,PLXDC1
10511,False,SERTAD1_AR,SERTAD1,SERTA domain containing 1,AR,androgen receptor,,community,P10275,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:30230528,1,1,1,both,SERTAD1,AR
10521,False,SLITRK2_PTPRD,SLITRK2,SLIT and NTRK like family member 2,PTPRD,protein tyrosine phosphatase receptor type D,,community,P23468,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:23345436;connectomeDB2020:25989451,2,2,1,both,SLITRK2,PTPRD
10591,False,SLITRK5_PTPRD,SLITRK5,SLIT and NTRK like family member 5,PTPRD,protein tyrosine phosphatase receptor type D,,community,P23468,1,0,0,0,0,0,connectomeDB2020,connectomeDB2020:26004511,1,1,1,both,SLITRK5,PTPRD
10621,False,SLPI_PLSCR1,SLPI,secretory leukocyte peptidase inhibitor,PLSCR1,phospholipid scramblase 1,,community,O15162,1,0,0,0,0,0,Baccin2019;HPRD;Lit-BM-17;connectomeDB2020,Baccin2019:19333378;HPRD:10869562;Lit-BM-17:10869562;connectomeDB2020:19333378,4,2,4,both,SLPI,PLSCR1
10631,False,APP_SLC45A3,APP,amyloid beta precursor protein,SLC45A3,solute carrier family 45 member 3,,community,Q96JT2,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,APP,SLC45A3
10641,False,C1orf112_PLSCR4,C1orf112,,PLSCR4,phospholipid scramblase 4,,community,Q9NRQ2,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,C1orf112,PLSCR4
10651,False,C1orf194_PLSCR4,C1orf194,,PLSCR4,phospholipid scramblase 4,,community,Q9NRQ2,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,C1orf194,PLSCR4
10661,False,CELA3B_CHRM3,CELA3B,chymotrypsin like elastase 3B,CHRM3,cholinergic receptor muscarinic 3,,community,P20309,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,CELA3B,CHRM3
10671,False,ECM1_CACHD1,ECM1,extracellular matrix protein 1,CACHD1,cache domain containing 1,,community,Q5VU97,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,ECM1,CACHD1
10681,False,EFEMP2_CATSPER1,EFEMP2,EGF containing fibulin extracellular matrix protein 2,CATSPER1,cation channel sperm associated 1,,community,Q8NEC5,1,0,0,0,0,0,Baccin2019;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr,Baccin2019:16189514;Cellinker:16189514;HPRD:16189514;LRdb:16189514,4,1,8,LR,EFEMP2,CATSPER1
10691,False,GDF9_ORAI2,GDF9,growth differentiation factor 9,ORAI2,ORAI calcium release-activated calcium modulator 2,,community,Q96SN7,1,0,0,0,0,0,Baccin2019;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr,Baccin2019:16169070;Cellinker:16169070;HPRD:16169070;LRdb:16169070,4,1,8,both,GDF9,ORAI2
10701,False,GDNF_SLC44A5,GDNF,glial cell derived neurotrophic factor,SLC44A5,solute carrier family 44 member 5,,community,Q8NCS7,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,GDNF,SLC44A5
10711,False,GZMB_PGRMC1,GZMB,granzyme B,PGRMC1,progesterone receptor membrane component 1,,community,O00264,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,GZMB,PGRMC1
10721,False,HHIPL2_CACHD1,HHIPL2,HHIP like 2,CACHD1,cache domain containing 1,,community,Q5VU97,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,HHIPL2,CACHD1
10731,False,HHLA3_CHRM3,HHLA3,,CHRM3,cholinergic receptor muscarinic 3,,community,P20309,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,HHLA3,CHRM3
10741,False,HLA-E_SLC16A4,HLA-E,"major histocompatibility complex, class I, E",SLC16A4,solute carrier family 16 member 4,,community,O15374,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,HLA-E,SLC16A4
10751,False,INHBE_ENG,INHBE,inhibin subunit beta E,ENG,endoglin,,community,P17813,1,0,0,0,0,0,EMBRACE;STRING_talklr;iTALK;talklr,,0,0,3,LR,INHBE,ENG
10761,False,KRTAP4-12_AQP1,KRTAP4-12,keratin associated protein 4-12,AQP1,aquaporin 1 (Colton blood group),,community,P29972,1,0,0,0,0,0,Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,HPRD:16189514;LRdb:16189514,2,1,5,LR,KRTAP4-12,AQP1
10771,False,KRTAP4-12_CATSPER1,KRTAP4-12,keratin associated protein 4-12,CATSPER1,cation channel sperm associated 1,,community,Q8NEC5,1,0,0,0,0,0,Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;HuRI;IntAct;LRdb;Ramilowski2015;iTALK;talklr,Cellinker:16189514;HPRD:16189514;IntAct:16189514;IntAct:25416956;IntAct:32296183;LRdb:16189514,6,3,8,LR,KRTAP4-12,CATSPER1
10781,False,KRTAP4-12_CLDN2,KRTAP4-12,keratin associated protein 4-12,CLDN2,claudin 2,,community,P57739,1,0,0,0,0,0,Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,Cellinker:16189514;HPRD:16189514;LRdb:16189514,3,1,6,LR,KRTAP4-12,CLDN2
10791,False,KRTAP4-12_PLSCR4,KRTAP4-12,keratin associated protein 4-12,PLSCR4,phospholipid scramblase 4,,community,Q9NRQ2,1,0,0,0,0,0,Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,Cellinker:16189514;HPRD:16189514;LRdb:16189514,3,1,6,LR,KRTAP4-12,PLSCR4
10821,False,LTA_CACHD1,LTA,lymphotoxin alpha,CACHD1,cache domain containing 1,,community,Q5VU97,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,LTA,CACHD1
10831,False,LTF_GP9,LTF,lactotransferrin,GP9,glycoprotein IX platelet,,community,P14770,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,LTF,GP9
10841,False,LTF_GPR162,LTF,lactotransferrin,GPR162,G protein-coupled receptor 162,,community,Q16538,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,LTF,GPR162
10851,False,MMP7_CDH6,MMP7,matrix metallopeptidase 7,CDH6,cadherin 6,,community,P55285,1,0,0,0,0,0,Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,3,LR,MMP7,CDH6
10861,False,PLXNA1_NOTCH1,PLXNA1,plexin A1,NOTCH1,notch receptor 1,,community,P46531,1,1,0,1,1,0,Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;iTALK;talklr,HPRD:12050162;LRdb:12;LRdb:15906253,3,3,6,LR,PLXNA1,NOTCH1
10871,False,OLAH_MOG,OLAH,oleoyl-ACP hydrolase,MOG,myelin oligodendrocyte glycoprotein,,community,Q16653,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,OLAH,MOG
10881,False,P4HB_GPR162,P4HB,prolyl 4-hydroxylase subunit beta,GPR162,G protein-coupled receptor 162,,community,Q16538,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,P4HB,GPR162
10891,False,PRSS23_TMEM222,PRSS23,serine protease 23,TMEM222,transmembrane protein 222,,community,Q9H0R3,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr,HPRD:16169070;LRdb:16169070,2,1,6,LR,PRSS23,TMEM222
10901,False,REN_ASIC3,REN,renin,ASIC3,acid sensing ion channel subunit 3,,community,Q9UHC3,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,REN,ASIC3
10911,False,TNC_NT5E,TNC,tenascin C,NT5E,5'-nucleotidase ecto,,community,P21589,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,TNC,NT5E
10921,False,TNF_SLC5A11,TNF,tumor necrosis factor,SLC5A11,solute carrier family 5 member 11,,community,Q8WWX8,1,0,0,0,0,0,EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr,,0,0,4,LR,TNF,SLC5A11
10931,False,ENG_CDH5,ENG,endoglin,CDH5,cadherin 5,,community,P33151,1,0,0,0,0,0,Cellinker,Cellinker:18337748,1,1,1,LR,ENG,CDH5
10941,False,MET_ITGA2,MET,"MET proto-oncogene, receptor tyrosine kinase",ITGA2,integrin subunit alpha 2,,community,P17301,1,0,0,0,0,0,Cellinker,Cellinker:28536399,1,1,1,LR,MET,ITGA2
10951,False,CD4_MOG,CD4,CD4 molecule,MOG,myelin oligodendrocyte glycoprotein,,community,Q16653,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,CD4,MOG
10961,False,IL15_DLK1,IL15,interleukin 15,DLK1,delta like non-canonical Notch ligand 1,,community,P80370,1,0,0,0,0,0,Cellinker,Cellinker:10733486,1,1,1,both,IL15,DLK1
10971,False,LRPAP1_LSR,LRPAP1,LDL receptor related protein associated protein 1,LSR,lipolysis stimulated lipoprotein receptor,,community,Q86X29,1,0,0,0,0,0,Cellinker,Cellinker:7615497,1,1,1,LR,LRPAP1,LSR
10981,False,FZD7_PRNP,FZD7,frizzled class receptor 7,PRNP,prion protein (Kanno blood group),,community,P04156,1,0,0,0,0,0,Cellinker,Cellinker:25402006,1,1,1,LR,FZD7,PRNP
10991,False,NRXN2_SIGLEC8,NRXN2,neurexin 2,SIGLEC8,sialic acid binding Ig like lectin 8,,community,Q9NYZ4,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,NRXN2,SIGLEC8
11001,False,SIGLEC7_TNFRSF11B,SIGLEC7,sialic acid binding Ig like lectin 7,TNFRSF11B,TNF receptor superfamily member 11b,,community,O00300,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,SIGLEC7,TNFRSF11B
11011,False,GLG1_UNC5B,GLG1,golgi glycoprotein 1,UNC5B,unc-5 netrin receptor B,,community,Q8IZJ1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,GLG1,UNC5B
11021,False,FCGR1A_CD72,FCGR1A,Fc gamma receptor Ia,CD72,CD72 molecule,,community,P21854,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,FCGR1A,CD72
11031,False,IL20RA_LYPD6,IL20RA,interleukin 20 receptor subunit alpha,LYPD6,LY6/PLAUR domain containing 6,,community,Q86Y78,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,IL20RA,LYPD6
11041,False,LILRA6_LY6G6F,LILRA6,leukocyte immunoglobulin like receptor A6,LY6G6F,lymphocyte antigen 6 family member G6F,,community,Q5SQ64,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LILRA6,LY6G6F
11051,False,TSHR_SYT1,TSHR,thyroid stimulating hormone receptor,SYT1,synaptotagmin 1,,community,P21579,1,0,0,0,0,0,Cellinker,Cellinker:28298427,1,1,1,LR,TSHR,SYT1
11061,False,EDNRB_GNA11,EDNRB,endothelin receptor type B,GNA11,G protein subunit alpha 11,,community,P29992,1,0,0,0,0,0,Cellinker;HPRD;Wang,Cellinker:7882989;HPRD:10789830,2,2,3,LR,EDNRB,GNA11
11071,False,KIR2DS4_LILRB2,KIR2DS4,"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4",LILRB2,leukocyte immunoglobulin like receptor B2,,community,Q8N423,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,KIR2DS4,LILRB2
11081,False,FCGR2A_PDCD1,FCGR2A,Fc gamma receptor IIa,PDCD1,programmed cell death 1,,community,Q15116,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,FCGR2A,PDCD1
11091,False,SIGLEC8_LRFN2,SIGLEC8,sialic acid binding Ig like lectin 8,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,,community,Q9ULH4,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,SIGLEC8,LRFN2
11101,False,CD44_EPCAM,CD44,CD44 molecule (Indian blood group),EPCAM,epithelial cell adhesion molecule,,community,P16422,1,0,0,0,0,0,Cellinker,Cellinker:17579117,1,1,1,LR,CD44,EPCAM
11111,False,SYT1_SV2B,SYT1,synaptotagmin 1,SV2B,synaptic vesicle glycoprotein 2B,,community,Q7L1I2,1,0,0,0,0,0,Cellinker;HPRD,Cellinker:15466855;HPRD:15466855,2,1,2,LR,SYT1,SV2B
11121,False,BTK_JAK2,BTK,Bruton tyrosine kinase,JAK2,Janus kinase 2,,community,O60674,1,0,0,0,0,0,Cellinker,Cellinker:15007095,1,1,1,LR,BTK,JAK2
11131,False,PTPRG_IL1RAPL1,PTPRG,protein tyrosine phosphatase receptor type G,IL1RAPL1,interleukin 1 receptor accessory protein like 1,,community,Q9NZN1,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,PTPRG,IL1RAPL1
11141,False,TREML2_ADGRF5,TREML2,triggering receptor expressed on myeloid cells like 2,ADGRF5,adhesion G protein-coupled receptor F5,,community,Q8IZF2,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,LR,TREML2,ADGRF5
11151,False,LTF_TREML2,LTF,lactotransferrin,TREML2,triggering receptor expressed on myeloid cells like 2,,community,Q5T2D2,1,0,0,0,0,0,Cellinker;Wojtowicz2020,Cellinker:32822567,1,1,2,both,LTF,TREML2
11161,False,IGSF21_ILDR2,IGSF21,immunoglobin superfamily member 21,ILDR2,immunoglobulin like domain containing receptor 2,,community,Q71H61,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,IGSF21,ILDR2
11171,False,FBLN2_VCAN,FBLN2,fibulin 2,VCAN,versican,,community,P13611,1,0,0,0,0,0,Cellinker;HPRD,Cellinker:16045811;HPRD:11038354,2,2,2,LR,FBLN2,VCAN
11181,False,PLXNB1_SEMA4G,PLXNB1,plexin B1,SEMA4G,semaphorin 4G,,community,Q9NTN9,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,PLXNB1,SEMA4G
11191,False,GPC4_FLT1,GPC4,glypican 4,FLT1,fms related receptor tyrosine kinase 1,,community,P17948,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,GPC4,FLT1
11201,False,LAYN_LY6G6F,LAYN,layilin,LY6G6F,lymphocyte antigen 6 family member G6F,,community,Q5SQ64,1,0,0,0,0,0,Cellinker,Cellinker:32589946,1,1,1,LR,LAYN,LY6G6F
