gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Ery	Gran	HSPC	Mono	T
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS082867062	0.0	0.0	0.0	0.0	0.0	0.001	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS04E737C22	0.0	0.0	0.0	0.0	0.0	0.001	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0900AD3A1	0.0	0.0	0.0	0.0	0.0	0.001	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS05CEE0C73	0.0	0.0	0.0	0.0	0.0	0.001	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0D30A37B0	0.0	0.0	0.0	0.0	0.0	0.001	0.0
BMP8A	Q7Z5Y6	False	BMP8A_HUMAN		CPI-SS0C9A8BBF5	0.0	0.0	0.0	0.0	0.0	0.001	0.0
BMP8B	P34820	False	BMP8B_HUMAN		CPI-SS05776FBE7	0.0	0.008	0.0	0.024	0.0	0.013	0.0
AMHR2	Q16671	False	AMHR2_HUMAN		CPI-SS09F1389CF	0.0	0.0	0.0	0.0	0.0	0.001	0.0
AMHR2	Q16671	False	AMHR2_HUMAN		CPI-SS0D1F9D67C	0.0	0.0	0.0	0.0	0.0	0.001	0.0
RGMB	Q6NW40	False	RGMB_HUMAN		CPI-SS083046473	0.0	0.0	0.0	0.005	0.0	0.003	0.0
RGMB	Q6NW40	False	RGMB_HUMAN		CPI-SS02EFD9EBA	0.0	0.0	0.0	0.005	0.0	0.003	0.0
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS0EE254B62	0.0	0.0	0.0	0.0	0.004	0.003	0.0
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS02CC5B302	0.0	0.0	0.0	0.0	0.004	0.003	0.0
RGMA	Q96B86	False	RGMA_HUMAN		CPI-SS0440D43EC	0.0	0.0	0.0	0.0	0.004	0.003	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0658E984B	0.0	0.025	0.0	0.0	0.008	0.019	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0B9860AD7	0.0	0.025	0.0	0.0	0.008	0.019	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS028CEA285	0.0	0.025	0.0	0.0	0.008	0.019	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS0B299A905	0.0	0.025	0.0	0.0	0.008	0.019	0.0
ACVR2A	P27037	False	ACVR2A_HUMAN		CPI-SS07F3C72FA	0.0	0.025	0.0	0.0	0.008	0.019	0.0
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS002DB66DB	0.0	0.041	0.0	0.038	0.017	0.045	0.135
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS087D64803	0.0	0.041	0.0	0.038	0.017	0.045	0.135
ACVR1B	P36896	False	ACVR1B_HUMAN		CPI-SS0766B48E3	0.0	0.041	0.0	0.038	0.017	0.045	0.135
TNF	P01375	False	TNF_HUMAN		CPI-SS093FFDD32	0.039	0.008	0.0	0.047	0.004	0.056	0.0
TNF	P01375	False	TNF_HUMAN		CPI-SS072E1E27A	0.039	0.008	0.0	0.047	0.004	0.056	0.0
TNF	P01375	False	TNF_HUMAN		CPI-SS0BCE672F6	0.039	0.008	0.0	0.047	0.004	0.056	0.0
MPIG6B	O95866	False	MPIG6B_HUMAN		CPI-SS0B8D82011	0.0	0.019	0.0	0.005	0.241	0.003	0.0
MPIG6B	O95866	False	MPIG6B_HUMAN		CPI-SS08928D60A	0.0	0.019	0.0	0.005	0.241	0.003	0.0
TIE1	P35590	False	TIE1_HUMAN		CPI-SS088D84D21	0.0	0.0	0.0	0.0	0.001	0.004	0.0
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	0.0	0.0	0.0	0.0	0.003	0.0	0.058
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	0.0	0.0	0.0	0.0	0.003	0.0	0.058
KLB	Q86Z14	False	KLB_HUMAN		CPI-SS085D8395D	0.0	0.005	0.0	0.0	0.004	0.001	0.0
FGF9	P31371	False	FGF9_HUMAN		CPI-SS038E93B77	0.0	0.017	0.0	0.006	0.004	0.005	0.0
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0CB0DDDF0	0.0	0.0	0.0	0.0	0.008	0.0	0.0
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0E1F6117E	0.0	0.0	0.0	0.0	0.008	0.0	0.0
NEGR1	Q7Z3B1	False	NEGR1_HUMAN		CPI-SS0CF5BB839	0.0	0.017	0.0	0.025	0.006	0.016	0.046
NEGR1	Q7Z3B1	False	NEGR1_HUMAN		CPI-SS049BB0366	0.0	0.017	0.0	0.025	0.006	0.016	0.046
CD9	P21926	False	CD9_HUMAN		CPI-SS0001AFD46	0.046	0.094	0.103	0.049	0.28	0.058	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS048D55DBE	0.046	0.094	0.103	0.049	0.28	0.058	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS09EB0F005	0.046	0.094	0.103	0.049	0.28	0.058	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS07EFC724D	0.046	0.094	0.103	0.049	0.28	0.058	0.0
CD9	P21926	False	CD9_HUMAN		CPI-SS09ED670BE	0.046	0.094	0.103	0.049	0.28	0.058	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS033046196	0.0	0.063	0.0	0.024	0.058	0.061	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS056FF4363	0.0	0.063	0.0	0.024	0.058	0.061	0.0
CD244	Q9BZW8	False	CD244_HUMAN		CPI-SS0C92E4F54	0.0	0.063	0.0	0.024	0.058	0.061	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS099714329	0.034	0.0	0.0	0.107	0.003	0.108	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS074504CA1	0.034	0.0	0.0	0.107	0.003	0.108	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS0D935861C	0.034	0.0	0.0	0.107	0.003	0.108	0.0
FCAR	P24071	False	FCAR_HUMAN		CPI-SS0D7F2C67C	0.034	0.0	0.0	0.107	0.003	0.108	0.0
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS0C892B9D6	0.0	0.021	0.0	0.0	0.001	0.002	0.054
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS02C0AA46D	0.0	0.021	0.0	0.0	0.001	0.002	0.054
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS05D888A66	0.0	0.021	0.0	0.0	0.001	0.002	0.054
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS0ECE5AD29	0.0	0.021	0.0	0.0	0.001	0.002	0.054
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS072D05E13	0.0	0.021	0.0	0.0	0.001	0.002	0.054
IL23A	Q9NPF7	False	IL23A_HUMAN		CPI-SS0EF952118	0.0	0.021	0.0	0.0	0.001	0.002	0.054
NCR1	O76036	False	NCR1_HUMAN		CPI-SS0022C7B49	0.0	0.0	0.0	0.0	0.0	0.003	0.0
CD4	P01730	False	CD4_HUMAN		CPI-SS0427D5622	0.0	0.201	0.0	0.237	0.021	0.305	0.109
CD4	P01730	False	CD4_HUMAN		CPI-SS045224892	0.0	0.201	0.0	0.237	0.021	0.305	0.109
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS01108290E	0.036	0.042	0.0	0.043	0.038	0.06	0.0
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS025AA064E	0.036	0.042	0.0	0.043	0.038	0.06	0.0
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS094C4CA42	0.036	0.042	0.0	0.043	0.038	0.06	0.0
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS02EF3E1BA	0.036	0.042	0.0	0.043	0.038	0.06	0.0
TNFRSF12A	Q9NP84	False	TNFRSF12A_HUMAN		CPI-SS001DC9B24	0.036	0.042	0.0	0.043	0.038	0.06	0.0
FCGR1A	P12314	False	FCGR1A_HUMAN		CPI-SS0FBF68344	0.0	0.048	0.0	0.205	0.006	0.193	0.0
BTNL9	Q6UXG8	False	BTNL9_HUMAN		CPI-SS083AB989C	0.025	0.0	0.0	0.0	0.0	0.001	0.0
PRLR	P16471	False	PRLR_HUMAN		CPI-SS0EA9E1853	0.0	0.0	0.0	0.0	0.0	0.001	0.0
CSF1	P09603	False	CSF1_HUMAN		CPI-SS0B01CF3AB	0.0	0.008	0.0	0.031	0.002	0.014	0.047
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS0C67CADC3	0.0	0.0	0.0	0.004	0.001	0.0	0.0
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS05BD65A31	0.0	0.0	0.0	0.004	0.001	0.0	0.0
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS011BD2959	0.0	0.0	0.0	0.004	0.001	0.0	0.0
DDR2	Q16832	False	DDR2_HUMAN		CPI-SS0B71EF51E	0.0	0.0	0.0	0.004	0.001	0.0	0.0
CD3D	P04234	False	CD3D_HUMAN		CPI-SS019E5B007	0.0	0.006	0.0	0.0	0.0	0.001	0.923
CD3G	P09693	False	CD3G_HUMAN		CPI-SS0EC9E9C09	0.0	0.0	0.0	0.0	0.0	0.0	0.755
CD3G	P09693	False	CD3G_HUMAN		CPI-SS0143D581F	0.0	0.0	0.0	0.0	0.0	0.0	0.755
CANX	P27824	False	CANX_HUMAN		CPI-SS0BE813E57	0.167	0.61	0.181	0.902	0.724	0.759	0.314
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS092F24344	0.0	0.0	0.0	0.004	0.002	0.003	0.178
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS025034EDA	0.0	0.0	0.0	0.004	0.002	0.003	0.178
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS077CD4BEB	0.0	0.0	0.0	0.004	0.002	0.003	0.178
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS0B09662E3	0.0	0.0	0.0	0.004	0.002	0.003	0.178
KLRD1	Q13241	False	KLRD1_HUMAN		CPI-SS0C987F766	0.0	0.0	0.0	0.004	0.002	0.003	0.178
B2M	P61769	False	B2M_HUMAN		CPI-SS067F48B7B	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS08898C748	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS0153B8D92	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS043FD4010	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS055D717C5	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS05EAA9470	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS0D94A45F2	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS00196923A	3.726	3.915	2.518	3.832	3.212	4.008	4.414
B2M	P61769	False	B2M_HUMAN		CPI-SS0D53EBCE3	3.726	3.915	2.518	3.832	3.212	4.008	4.414
ILDR2	Q71H61	False	ILDR2_HUMAN		CPI-SS068DF8DFB	0.0	0.005	0.0	0.0	0.012	0.004	0.0
ILDR2	Q71H61	False	ILDR2_HUMAN		CPI-SS0EF42A647	0.0	0.005	0.0	0.0	0.012	0.004	0.0
ILDR2	Q71H61	False	ILDR2_HUMAN		CPI-SS04CFC1A6F	0.0	0.005	0.0	0.0	0.012	0.004	0.0
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0F21C501C	0.038	0.0	0.0	0.0	0.0	0.0	0.0
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0B1116348	0.038	0.0	0.0	0.0	0.0	0.0	0.0
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0BBDCD5A4	0.038	0.0	0.0	0.0	0.0	0.0	0.0
FCRL1	Q96LA6	False	FCRL1_HUMAN		CPI-SS0DB1BC93A	0.038	0.0	0.0	0.0	0.0	0.0	0.0
KIAA0319L	Q8IZA0	False	KIAA0319L_HUMAN		CPI-SS0FD346E93	0.0	0.023	0.0	0.168	0.032	0.126	0.056
FGFRL1	Q8N441	False	FGFRL1_HUMAN		CPI-SS070943937	0.024	0.043	0.0	0.014	0.028	0.02	0.056
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	0.0	0.0	0.0	0.0	0.0	0.003	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0D52EEBEE	0.0	0.0	0.0	0.0	0.004	0.003	0.0
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0F63CF997	0.0	0.0	0.0	0.0	0.004	0.003	0.0
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS01508142C	0.077	0.238	0.0	0.214	0.02	0.179	0.0
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS07825917B	0.077	0.238	0.0	0.214	0.02	0.179	0.0
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS0D7D7BBD3	0.077	0.238	0.0	0.214	0.02	0.179	0.0
SEMA4A	Q9H3S1	False	SEMA4A_HUMAN		CPI-SS07D5DDE3C	0.077	0.238	0.0	0.214	0.02	0.179	0.0
C3	P01024	False	C3_HUMAN		CPI-SS0D8DF3BAC	0.0	0.0	0.0	0.008	0.0	0.002	0.0
PGF	P49763	False	PGF_HUMAN		CPI-SS0855C0353	0.0	0.009	0.0	0.006	0.0	0.001	0.0
PGF	P49763	False	PGF_HUMAN		CPI-SS0D22A09AD	0.0	0.009	0.0	0.006	0.0	0.001	0.0
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS07BEAF467	0.0	0.0	0.0	0.0	0.0	0.001	0.0
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS0F15C1AB3	0.0	0.0	0.0	0.0	0.0	0.001	0.0
SEMA3F	Q13275	False	SEMA3F_HUMAN		CPI-SS0FE4F9B5A	0.0	0.0	0.0	0.0	0.0	0.001	0.0
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0E1EB6829	0.0	0.0	0.0	0.004	0.0	0.011	0.0
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0241A1F57	0.0	0.0	0.0	0.004	0.0	0.011	0.0
SEMA3C	Q99985	False	SEMA3C_HUMAN		CPI-SS0D396DFD6	0.0	0.0	0.0	0.004	0.0	0.011	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS0C29E8C11	0.109	0.037	0.0	0.006	0.015	0.05	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS07E0A5C6D	0.109	0.037	0.0	0.006	0.015	0.05	0.0
AFDN	P55196	False	AFDN_HUMAN		CPI-SS0525BAEEC	0.109	0.037	0.0	0.006	0.015	0.05	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS019E41AF4	0.029	0.0	0.055	0.0	0.0	0.002	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS000969817	0.029	0.0	0.055	0.0	0.0	0.002	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS0FBC9234C	0.029	0.0	0.055	0.0	0.0	0.002	0.0
PTPRS	Q13332	False	PTPRS_HUMAN		CPI-SS00A7CE2B0	0.029	0.0	0.055	0.0	0.0	0.002	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SS0BBFC7962	0.0	0.0	0.0	0.006	0.0	0.001	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SS09DBC94E5	0.0	0.0	0.0	0.006	0.0	0.001	0.0
ARTN	Q5T4W7	False	ARTN_HUMAN		CPI-SS031D5AD08	0.0	0.0	0.0	0.006	0.0	0.001	0.0
NPTN	Q9Y639	False	NPTN_HUMAN		CPI-SS071573681	0.087	0.146	0.173	0.292	0.064	0.234	0.03
NPTN	Q9Y639	False	NPTN_HUMAN		CPI-SS0A9ACF5BA	0.087	0.146	0.173	0.292	0.064	0.234	0.03
NPTN	Q9Y639	False	NPTN_HUMAN		CPI-SS08E9C9E0C	0.087	0.146	0.173	0.292	0.064	0.234	0.03
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS08B5928C2	0.028	0.063	0.0	0.016	0.097	0.033	0.0
ROBO3	Q96MS0	False	ROBO3_HUMAN		CPI-SS04E82369A	0.028	0.063	0.0	0.016	0.097	0.033	0.0
IFNAR2	P48551	False	IFNAR2_HUMAN		CPI-SS099E3FF6D	0.163	0.237	0.0	0.181	0.16	0.184	0.104
IFNAR2	P48551	False	IFNAR2_HUMAN		CPI-SS0459248F8	0.163	0.237	0.0	0.181	0.16	0.184	0.104
IFNAR2	P48551	False	IFNAR2_HUMAN		CPI-SS0FD35622F	0.163	0.237	0.0	0.181	0.16	0.184	0.104
EPN1	Q9Y6I3	False	EPN1_HUMAN		CPI-SS0AE3C7C2D	0.191	0.326	0.052	0.276	0.089	0.322	0.217
BCAM	P50895	False	BCAM_HUMAN		CPI-SS045D46E33	0.0	0.008	0.611	0.0	0.006	0.001	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0DDDDFE0A	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0E7C2EF95	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS02E7D0F4D	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS059C1B141	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0BC74D93B	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS059D39864	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS043802089	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS0555D6F95	0.0	0.011	0.138	0.0	0.002	0.023	0.0
DAG1	Q14118	False	DAG1_HUMAN		CPI-SS05A675F12	0.0	0.011	0.138	0.0	0.002	0.023	0.0
ITGA7	Q13683	False	ITGA7_HUMAN		CPI-SS0D1A42D27	0.0	0.033	0.0	0.012	0.002	0.003	0.0
ITGA7	Q13683	False	ITGA7_HUMAN		CPI-SS0836E61D0	0.0	0.033	0.0	0.012	0.002	0.003	0.0
ITGA7	Q13683	False	ITGA7_HUMAN		CPI-SS03C2A49B6	0.0	0.033	0.0	0.012	0.002	0.003	0.0
ITGA7	Q13683	False	ITGA7_HUMAN		CPI-SS08B8B9690	0.0	0.033	0.0	0.012	0.002	0.003	0.0
ITGA7	Q13683	False	ITGA7_HUMAN		CPI-SS08A9779DE	0.0	0.033	0.0	0.012	0.002	0.003	0.0
SV2A	Q7L0J3	False	SV2A_HUMAN		CPI-SS03CDA6399	0.0	0.009	0.0	0.004	0.052	0.015	0.0
SV2A	Q7L0J3	False	SV2A_HUMAN		CPI-SS051311E5B	0.0	0.009	0.0	0.004	0.052	0.015	0.0
SV2A	Q7L0J3	False	SV2A_HUMAN		CPI-SS0D73DB962	0.0	0.009	0.0	0.004	0.052	0.015	0.0
SV2A	Q7L0J3	False	SV2A_HUMAN		CPI-SS0396804C8	0.0	0.009	0.0	0.004	0.052	0.015	0.0
SV2A	Q7L0J3	False	SV2A_HUMAN		CPI-SS03794AD9F	0.0	0.009	0.0	0.004	0.052	0.015	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0194F783B	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS095818BEE	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0E21CE047	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS081738E28	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS084487186	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0DA05E76C	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0F6C2DFB0	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0A8D743A7	0.0	0.0	0.0	0.005	0.0	0.001	0.0
ITGA1	P56199	False	ITGA1_HUMAN		CPI-SS0FF8EA724	0.0	0.0	0.0	0.005	0.0	0.001	0.0
SLC7A5	Q01650	False	SLC7A5_HUMAN		CPI-SS0C3DB97D7	0.101	0.03	0.166	0.03	0.033	0.037	0.177
PTPRJ	Q12913	False	PTPRJ_HUMAN		CPI-SS01519608E	0.026	0.054	0.0	0.11	0.002	0.167	0.0
PTPRJ	Q12913	False	PTPRJ_HUMAN		CPI-SS0449ACF9C	0.026	0.054	0.0	0.11	0.002	0.167	0.0
KIT	P10721	False	KIT_HUMAN		CPI-SS0BB5B4A97	0.0	0.022	0.053	0.0	0.146	0.011	0.0
GPC2	Q8N158	False	GPC2_HUMAN		CPI-SS0BA529157	0.0	0.0	0.0	0.004	0.009	0.001	0.0
HRAS	P01112	False	HRAS_HUMAN		CPI-SS02BD4729E	0.0	0.024	0.283	0.053	0.047	0.052	0.0
CCL4L2	Q8NHW4	False	CCL4L1_HUMAN		CPI-SS0D32397B5	0.0	0.01	0.0	0.0	0.003	0.033	0.058
CCL4L2	Q8NHW4	False	CCL4L1_HUMAN		CPI-SS00FB3CB09	0.0	0.01	0.0	0.0	0.003	0.033	0.058
CCL4L2	Q8NHW4	False	CCL4L1_HUMAN		CPI-SS0950A5E20	0.0	0.01	0.0	0.0	0.003	0.033	0.058
CCL4L2	Q8NHW4	False	CCL4L1_HUMAN		CPI-SS0F3D40856	0.0	0.01	0.0	0.0	0.003	0.033	0.058
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0B186A32C	0.081	0.066	0.0	0.069	0.038	0.086	0.062
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0367DE979	0.081	0.066	0.0	0.069	0.038	0.086	0.062
CCL7	P80098	False	CCL7_HUMAN		CPI-SS008EB600F	0.081	0.066	0.0	0.069	0.038	0.086	0.062
CCL7	P80098	False	CCL7_HUMAN		CPI-SS08B91FD2A	0.081	0.066	0.0	0.069	0.038	0.086	0.062
CCL7	P80098	False	CCL7_HUMAN		CPI-SS0638E0E29	0.081	0.066	0.0	0.069	0.038	0.086	0.062
EPCAM	P16422	False	EPCAM_HUMAN		CPI-SS09A6C6303	0.0	0.0	0.0	0.0	0.05	0.003	0.0
EPCAM	P16422	False	EPCAM_HUMAN		CPI-SS06D2CE16A	0.0	0.0	0.0	0.0	0.05	0.003	0.0
MADCAM1	Q13477	False	MADCAM1_HUMAN		CPI-SS0DFD16873	0.0	0.0	0.0	0.0	0.005	0.001	0.0
MADCAM1	Q13477	False	MADCAM1_HUMAN		CPI-SS0ED918901	0.0	0.0	0.0	0.0	0.005	0.001	0.0
MADCAM1	Q13477	False	MADCAM1_HUMAN		CPI-SS0C0AC5B86	0.0	0.0	0.0	0.0	0.005	0.001	0.0
MADCAM1	Q13477	False	MADCAM1_HUMAN		CPI-SS0C2659A94	0.0	0.0	0.0	0.0	0.005	0.001	0.0
MMP14	P50281	False	MMP14_HUMAN		CPI-SS080692D28	0.0	0.0	0.0	0.011	0.002	0.017	0.0
LILRA2	Q8N149	False	LILRA2_HUMAN		CPI-SS02209E289	0.032	0.138	0.0	0.243	0.03	0.217	0.0
EMC1	Q8N766	False	EMC1_HUMAN		CPI-SS0A0FA0A2A	0.045	0.014	0.0	0.034	0.06	0.043	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS0F00D756A	0.0	0.311	0.0	0.707	0.323	0.669	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS03133B4F2	0.0	0.311	0.0	0.707	0.323	0.669	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS0E2863F09	0.0	0.311	0.0	0.707	0.323	0.669	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS03C51D352	0.0	0.311	0.0	0.707	0.323	0.669	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS05D41FF61	0.0	0.311	0.0	0.707	0.323	0.669	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS00C3C0C99	0.0	0.311	0.0	0.707	0.323	0.669	0.0
TNFSF13B	Q9Y275	False	TNFSF13B_HUMAN		CPI-SS09648FAA9	0.0	0.311	0.0	0.707	0.323	0.669	0.0
LTB	Q06643	False	LTB_HUMAN		CPI-SS012924CEE	1.479	0.065	0.0	0.041	0.019	0.039	1.136
LTB	Q06643	False	LTB_HUMAN		CPI-SS0A984F086	1.479	0.065	0.0	0.041	0.019	0.039	1.136
LTB	Q06643	False	LTB_HUMAN		CPI-SS06CBC985C	1.479	0.065	0.0	0.041	0.019	0.039	1.136
IL11RA	Q14626	False	IL11RA_HUMAN		CPI-SS0FD991CAE	0.0	0.021	0.111	0.0	0.013	0.014	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS033C9CA58	0.0	0.0	0.0	0.006	0.0	0.0	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS0212612B2	0.0	0.0	0.0	0.006	0.0	0.0	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS03FDF2DF4	0.0	0.0	0.0	0.006	0.0	0.0	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS00EEC5F26	0.0	0.0	0.0	0.006	0.0	0.0	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS0256C40BB	0.0	0.0	0.0	0.006	0.0	0.0	0.0
BMPR1A	P36894	False	BMPR1A_HUMAN		CPI-SS0F7A6E611	0.0	0.0	0.0	0.006	0.0	0.0	0.0
NBL1	P41271	False	NBL1_HUMAN		CPI-SS0DCAAA31E	0.041	0.011	0.0	0.004	0.138	0.011	0.0
NBL1	P41271	False	NBL1_HUMAN		CPI-SS0C6B03859	0.041	0.011	0.0	0.004	0.138	0.011	0.0
NBL1	P41271	False	NBL1_HUMAN		CPI-SS029E19E65	0.041	0.011	0.0	0.004	0.138	0.011	0.0
SIGLEC15	Q6ZMC9	False	SIGLEC15_HUMAN		CPI-SS0298AE6B1	0.0	0.008	0.0	0.0	0.005	0.003	0.0
SIGLEC15	Q6ZMC9	False	SIGLEC15_HUMAN		CPI-SS0F7C71905	0.0	0.008	0.0	0.0	0.005	0.003	0.0
SIGLEC5	O15389	False	SIGLEC5_HUMAN		CPI-SS0E1473449	0.0	0.01	0.0	0.007	0.009	0.024	0.0
SIGLEC6	O43699	False	SIGLEC6_HUMAN		CPI-SS0A78F81E1	0.0	0.036	0.0	0.0	0.017	0.0	0.0
LILRA1	O75019	False	LILRA1_HUMAN		CPI-SS048539C54	0.027	0.126	0.0	0.075	0.007	0.09	0.027
