gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	B	DC	Gran	HSPC	Mono	NK	T
LRPAP1	P30533	False	LRPAP1_HUMAN		CPI-SS01B99BC78	0.525	0.184	0.201	0.328	0.526	0.508	0.557
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS098425155	0.22	0.561	0.314	0.224	0.122	0.135	0.137
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS033E6DE7E	0.22	0.561	0.314	0.224	0.122	0.135	0.137
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0947A8549	0.22	0.561	0.314	0.224	0.122	0.135	0.137
VEGFB	P49765	False	VEGFB_HUMAN		CPI-SS0BFE02463	0.22	0.561	0.314	0.224	0.122	0.135	0.137
SCT	P09683	False	SCT_HUMAN		CPI-SS01D429BB1	0.0	0.459	0.0	0.0	0.0	0.0	0.001
YWHAQ	P27348	False	YWHAQ_HUMAN		CPI-SS0924B21D0	0.312	0.49	0.736	0.672	0.694	0.6	0.469
ARRB2	P32121	False	ARRB2_HUMAN		CPI-SS07B2F82C2	0.079	0.44	0.844	0.178	1.238	0.253	0.26
ARRB2	P32121	False	ARRB2_HUMAN		CPI-SS0B797C048	0.079	0.44	0.844	0.178	1.238	0.253	0.26
GRK5	P34947	False	GRK5_HUMAN		CPI-SS0A78191CD	0.183	0.013	0.0	0.006	0.012	0.165	0.21
HNRNPK	P61978	False	HNRNPK_HUMAN		CPI-SS04DF97688	1.235	1.518	1.27	1.534	1.409	1.329	1.23
TMEM259	Q4ZIN3	False	TMEM259_HUMAN		CPI-SS004C43D02	0.652	0.569	0.374	0.385	0.34	0.572	0.558
MGLL	Q99685	False	MGLL_HUMAN		CPI-SS02C54A892	0.064	0.083	0.127	0.298	0.185	0.009	0.004
SLC52A2	Q9HAB3	False	SLC52A2_HUMAN		CPI-SS0BA8514AF	0.023	0.042	0.129	0.042	0.03	0.08	0.034
VAPA	Q9P0L0	False	VAPA_HUMAN		CPI-SS0B4DD1E67	0.757	1.327	1.486	1.333	1.57	0.957	0.806
PLXDC2	Q6UX71	False	PLXDC2_HUMAN		CPI-SS053F14EC5	0.007	0.243	0.312	0.252	0.575	0.043	0.002
PLXDC1	Q8IUK5	False	PLXDC1_HUMAN		CPI-SS03B8034BB	0.0	0.003	0.0	0.0	0.0	0.049	0.028
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0297F088C	0.022	0.032	0.0	0.003	0.02	0.002	0.011
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0D4F77A98	0.022	0.032	0.0	0.003	0.02	0.002	0.011
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0C6E8B500	0.022	0.032	0.0	0.003	0.02	0.002	0.011
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0AAD6D44C	0.022	0.032	0.0	0.003	0.02	0.002	0.011
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS0FB68E380	0.022	0.032	0.0	0.003	0.02	0.002	0.011
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS06C962C30	0.022	0.032	0.0	0.003	0.02	0.002	0.011
PLXNA1	Q9UIW2	False	PLXNA1_HUMAN		CPI-SS05F6B490A	0.022	0.032	0.0	0.003	0.02	0.002	0.011
JAG1	P78504	False	JAG1_HUMAN		CPI-SS0B87FE6E0	0.013	0.25	0.186	0.108	0.276	0.114	0.011
JAG1	P78504	False	JAG1_HUMAN		CPI-SS01A07768A	0.013	0.25	0.186	0.108	0.276	0.114	0.011
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS02667229C	0.164	0.19	0.136	0.134	0.263	0.087	0.105
PSEN1	P49768	False	PSEN1_HUMAN		CPI-SS024E759C1	0.164	0.19	0.136	0.134	0.263	0.087	0.105
CCN3	P48745	False	CCN3_HUMAN		CPI-SS0E5AF12B6	0.0	0.209	0.093	0.101	0.067	0.0	0.0
YBX1	P67809	False	YBX1_HUMAN		CPI-SS00DCCF9BE	2.905	2.399	2.432	2.223	2.369	2.118	2.303
MAML2	Q8IZL2	False	MAML2_HUMAN		CPI-SS0A045B7B5	0.013	0.019	0.118	0.029	0.073	0.032	0.075
MAML2	Q8IZL2	False	MAML2_HUMAN		CPI-SS0B426B1C4	0.013	0.019	0.118	0.029	0.073	0.032	0.075
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS08C3D27F7	0.018	0.0	0.034	0.002	0.018	0.023	0.014
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS02770D68F	0.018	0.0	0.034	0.002	0.018	0.023	0.014
JAG2	Q9Y219	False	JAG2_HUMAN		CPI-SS05FEE05CB	0.018	0.0	0.034	0.002	0.018	0.023	0.014
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0DB5CDE9A	0.019	0.0	0.0	0.001	0.0	0.0	0.008
PTPRK	Q15262	False	PTPRK_HUMAN		CPI-SS0A9FB762A	0.019	0.0	0.0	0.001	0.0	0.0	0.008
PTK7	Q13308	False	PTK7_HUMAN		CPI-SS00E93B54C	0.0	0.022	0.055	0.046	0.003	0.004	0.001
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS04045BAB4	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0B98AF327	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS03BA401EB	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0A168FADA	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0B780AF90	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0A1C475D7	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS081E8FDC9	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0DA15829F	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS040885963	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS0354F23C3	0.0	0.0	0.0	0.0	0.0	0.004	0.003
ACVR2B	Q13705	False	ACVR2B_HUMAN		CPI-SS07EF1AD75	0.0	0.0	0.0	0.0	0.0	0.004	0.003
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS064DA0CE8	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS053180936	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS03CB3E8ED	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS088438875	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS0DA14A32F	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS047A7535A	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS023CB4E4C	0.079	0.035	0.035	0.016	0.033	0.08	0.054
BMPR2	Q13873	False	BMPR2_HUMAN		CPI-SS0F99948CB	0.079	0.035	0.035	0.016	0.033	0.08	0.054
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0293164E1	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS00F7918DD	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS08825C191	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS05E38EE5F	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0161E0C12	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0A71E973C	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS076BE4357	0.0	0.005	0.025	0.03	0.03	0.0	0.005
ACVR1	Q04771	False	ACVR1_HUMAN		CPI-SS0CD45289C	0.0	0.005	0.025	0.03	0.03	0.0	0.005
NOG	Q13253	False	NOG_HUMAN		CPI-SS01FE967D5	0.0	0.0	0.0	0.023	0.0	0.0	0.0
NOG	Q13253	False	NOG_HUMAN		CPI-SS0BD8D6FD0	0.0	0.0	0.0	0.023	0.0	0.0	0.0
NOG	Q13253	False	NOG_HUMAN		CPI-SS04D12C694	0.0	0.0	0.0	0.023	0.0	0.0	0.0
LGR4	Q9BXB1	False	LGR4_HUMAN		CPI-SS02572E1EF	0.018	0.0	0.0	0.003	0.0	0.0	0.0
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS08FCF5FD8	0.097	0.469	0.215	0.314	0.344	0.13	0.266
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS05254442C	0.097	0.469	0.215	0.314	0.344	0.13	0.266
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS04437A89C	0.097	0.469	0.215	0.314	0.344	0.13	0.266
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS07EF0B763	0.097	0.469	0.215	0.314	0.344	0.13	0.266
IL6ST	P40189	False	IL6ST_HUMAN		CPI-SS0D7EDDE35	0.097	0.469	0.215	0.314	0.344	0.13	0.266
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS023446F04	0.14	0.182	0.041	0.088	0.182	0.258	0.313
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS0A3332A0D	0.14	0.182	0.041	0.088	0.182	0.258	0.313
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS0CCCF7C69	0.14	0.182	0.041	0.088	0.182	0.258	0.313
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS08FAC0A55	0.14	0.182	0.041	0.088	0.182	0.258	0.313
SEMA4D	Q92854	False	SEMA4D_HUMAN		CPI-SS06AA638A8	0.14	0.182	0.041	0.088	0.182	0.258	0.313
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0207F9FC3	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0111AAD26	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0DC4D593E	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FF55B42C	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0F21D6CA0	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0470AF83E	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS00046DCF3	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EFNB1	P98172	False	EFNB1_HUMAN		CPI-SS0FECCB230	0.0	0.0	0.0	0.034	0.005	0.015	0.026
EPOR	P19235	False	EPOR_HUMAN		CPI-SS04E6CE624	0.006	0.0	0.0	0.009	0.006	0.022	0.031
EPOR	P19235	False	EPOR_HUMAN		CPI-SS06CA2C173	0.006	0.0	0.0	0.009	0.006	0.022	0.031
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0D3CC3071	0.006	0.0	0.0	0.009	0.006	0.022	0.031
EPOR	P19235	False	EPOR_HUMAN		CPI-SS069565047	0.006	0.0	0.0	0.009	0.006	0.022	0.031
EPOR	P19235	False	EPOR_HUMAN		CPI-SS0B838F261	0.006	0.0	0.0	0.009	0.006	0.022	0.031
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0DD2FA1A1	0.783	1.739	1.398	1.121	0.918	1.369	0.763
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS09A34F08B	0.783	1.739	1.398	1.121	0.918	1.369	0.763
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS02ECC13B8	0.783	1.739	1.398	1.121	0.918	1.369	0.763
HSP90B1	P14625	False	HSP90B1_HUMAN		CPI-SS0F47879C1	0.783	1.739	1.398	1.121	0.918	1.369	0.763
HSP90AB1	P08238	False	HSP90AB1_HUMAN		CPI-SS060706428	2.687	1.649	1.276	2.57	1.058	1.532	2.113
SRC	P12931	False	SRC_HUMAN		CPI-SS0E2E752A2	0.03	0.133	0.0	0.018	0.043	0.007	0.005
PEPD	P12955	False	PEPD_HUMAN		CPI-SS0639E775C	0.045	0.163	0.18	0.089	0.128	0.097	0.061
PIK3R1	P27986	False	PIK3R1_HUMAN		CPI-SS0C80FA89F	0.308	0.718	0.62	1.636	0.55	1.422	1.433
PIK3R1	P27986	False	PIK3R1_HUMAN		CPI-SS02B9931E3	0.308	0.718	0.62	1.636	0.55	1.422	1.433
PIK3R1	P27986	False	PIK3R1_HUMAN		CPI-SS07172208F	0.308	0.718	0.62	1.636	0.55	1.422	1.433
ETV5	P41161	False	ETV5_HUMAN		CPI-SS082A5162B	0.0	0.017	0.019	0.023	0.008	0.004	0.004
CDC37	Q16543	False	CDC37_HUMAN		CPI-SS06497DA7F	0.687	0.635	0.543	0.536	0.613	0.375	0.414
DYM	Q7RTS9	False	DYM_HUMAN		CPI-SS001EE6479	0.026	0.142	0.058	0.216	0.213	0.083	0.079
DNAJA3	Q96EY1	False	DNAJA3_HUMAN		CPI-SS0AEE062A7	0.021	0.0	0.0	0.022	0.001	0.013	0.012
STUB1	Q9UNE7	False	STUB1_HUMAN		CPI-SS008D74137	0.133	0.316	0.274	0.325	0.383	0.363	0.268
STUB1	Q9UNE7	False	STUB1_HUMAN		CPI-SS09E666A60	0.133	0.316	0.274	0.325	0.383	0.363	0.268
FZD6	O60353	False	FZD6_HUMAN		CPI-SS02107DDE1	0.007	0.0	0.0	0.019	0.002	0.027	0.019
LRP5	O75197	False	LRP5_HUMAN		CPI-SS04F4213BF	0.0	0.0	0.019	0.02	0.003	0.0	0.001
LRP6	O75581	False	LRP6_HUMAN		CPI-SS0F138E745	0.0	0.0	0.0	0.003	0.0	0.0	0.003
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.015	0.0	0.0	0.005	0.003	0.0	0.0
SMO	Q99835	False	SMO_HUMAN		CPI-SS0394D0557	0.015	0.0	0.0	0.005	0.003	0.0	0.0
ITM2B	Q9Y287	False	ITM2B_HUMAN		CPI-SS0C5B94D35	0.476	1.201	1.028	1.683	1.475	1.735	1.396
NRXN2	Q9P2S2	False	NRXN2_HUMAN		CPI-SS093F7B975	0.006	0.103	0.062	0.14	0.005	0.013	0.0
NRXN2	Q9P2S2	False	NRXN2_HUMAN		CPI-SS033164D00	0.006	0.103	0.062	0.14	0.005	0.013	0.0
NRXN2	Q9P2S2	False	NRXN2_HUMAN		CPI-SS0541AB1E5	0.006	0.103	0.062	0.14	0.005	0.013	0.0
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS0699DC3EB	0.043	0.149	0.293	0.457	0.137	0.112	0.105
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS04FD4190E	0.043	0.149	0.293	0.457	0.137	0.112	0.105
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS0DB522229	0.043	0.149	0.293	0.457	0.137	0.112	0.105
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS0A056C469	0.043	0.149	0.293	0.457	0.137	0.112	0.105
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS02C13D82E	0.043	0.149	0.293	0.457	0.137	0.112	0.105
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS0889A54F8	0.043	0.149	0.293	0.457	0.137	0.112	0.105
F11R	Q9Y624	False	F11R_HUMAN		CPI-SS08169A08C	0.043	0.149	0.293	0.457	0.137	0.112	0.105
NECTIN1	Q15223	False	NECTIN1_HUMAN		CPI-SS0F4A131BE	0.007	0.397	0.026	0.031	0.041	0.079	0.024
NECTIN1	Q15223	False	NECTIN1_HUMAN		CPI-SS03F821467	0.007	0.397	0.026	0.031	0.041	0.079	0.024
NECTIN1	Q15223	False	NECTIN1_HUMAN		CPI-SS0B66FC53A	0.007	0.397	0.026	0.031	0.041	0.079	0.024
MPZ	P25189	False	MPZ_HUMAN		CPI-SS0351BB0DE	0.008	0.0	0.069	0.016	0.009	0.016	0.001
MPZ	P25189	False	MPZ_HUMAN		CPI-SS04534EA22	0.008	0.0	0.069	0.016	0.009	0.016	0.001
MPZ	P25189	False	MPZ_HUMAN		CPI-SS0A1FEC986	0.008	0.0	0.069	0.016	0.009	0.016	0.001
MPZ	P25189	False	MPZ_HUMAN		CPI-SS05BC2501C	0.008	0.0	0.069	0.016	0.009	0.016	0.001
MPZ	P25189	False	MPZ_HUMAN		CPI-SS0EE167973	0.008	0.0	0.069	0.016	0.009	0.016	0.001
MPZ	P25189	False	MPZ_HUMAN		CPI-SS00C97F734	0.008	0.0	0.069	0.016	0.009	0.016	0.001
CD72	P21854	False	CD72_HUMAN		CPI-SS03AA209F5	0.223	0.025	0.0	0.004	0.013	0.02	0.007
CD72	P21854	False	CD72_HUMAN		CPI-SS0597A8814	0.223	0.025	0.0	0.004	0.013	0.02	0.007
CD72	P21854	False	CD72_HUMAN		CPI-SS0AC05A4A4	0.223	0.025	0.0	0.004	0.013	0.02	0.007
SYK	P43405	False	SYK_HUMAN		CPI-SS054A5A57A	0.075	0.278	0.503	0.195	0.407	0.046	0.004
SYK	P43405	False	SYK_HUMAN		CPI-SS0D32A6CC3	0.075	0.278	0.503	0.195	0.407	0.046	0.004
SYK	P43405	False	SYK_HUMAN		CPI-SS0A48643FF	0.075	0.278	0.503	0.195	0.407	0.046	0.004
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS00FA725A0	0.027	0.0	0.017	0.005	0.002	0.0	0.059
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0877F9921	0.027	0.0	0.017	0.005	0.002	0.0	0.059
PDCD1	Q15116	False	PDCD1_HUMAN		CPI-SS0DAC649EC	0.027	0.0	0.017	0.005	0.002	0.0	0.059
LCN2	P80188	False	LCN2_HUMAN		CPI-SS06A1059BE	0.01	0.0	0.0	0.0	0.0	0.003	0.0
CD47	Q08722	False	CD47_HUMAN		CPI-SS0339AE950	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS02F186542	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS004035077	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS01B8068AD	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS0CC0F4E84	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS01C13A403	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS014958F32	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS04F1E8E4B	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD47	Q08722	False	CD47_HUMAN		CPI-SS0227C125B	0.553	0.23	0.291	0.369	0.247	0.446	0.321
CD69	Q07108	False	CD69_HUMAN		CPI-SS04F0C53CB	0.365	0.043	0.078	0.239	0.114	0.549	1.093
CD69	Q07108	False	CD69_HUMAN		CPI-SS0CB559698	0.365	0.043	0.078	0.239	0.114	0.549	1.093
CD69	Q07108	False	CD69_HUMAN		CPI-SS0538293BB	0.365	0.043	0.078	0.239	0.114	0.549	1.093
CD69	Q07108	False	CD69_HUMAN		CPI-SS087E0E7E3	0.365	0.043	0.078	0.239	0.114	0.549	1.093
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0C18D30AF	0.021	0.0	0.0	0.0	0.019	0.006	0.01
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0BCA6DD96	0.021	0.0	0.0	0.0	0.019	0.006	0.01
MMP9	P14780	False	MMP9_HUMAN		CPI-SS0158F80AC	0.021	0.0	0.0	0.0	0.019	0.006	0.01
NAALADL1	Q9UQQ1	False	NAALADL1_HUMAN		CPI-SS0536A6772	0.013	0.0	0.0	0.052	0.014	0.161	0.02
CD40LG	P29965	False	CD40LG_HUMAN		CPI-SS0012FF5D7	0.0	0.0	0.0	0.0	0.0	0.001	0.024
CD40LG	P29965	False	CD40LG_HUMAN		CPI-SS08B1FECB9	0.0	0.0	0.0	0.0	0.0	0.001	0.024
CD40LG	P29965	False	CD40LG_HUMAN		CPI-SS031BD127E	0.0	0.0	0.0	0.0	0.0	0.001	0.024
CD40LG	P29965	False	CD40LG_HUMAN		CPI-SS083296041	0.0	0.0	0.0	0.0	0.0	0.001	0.024
CD40LG	P29965	False	CD40LG_HUMAN		CPI-SS04E83F8E5	0.0	0.0	0.0	0.0	0.0	0.001	0.024
MDK	P21741	False	MDK_HUMAN		CPI-SS0ACD6DB3B	0.0	0.218	0.0	0.253	0.029	0.047	0.017
MDK	P21741	False	MDK_HUMAN		CPI-SS0B43CF7D7	0.0	0.218	0.0	0.253	0.029	0.047	0.017
MDK	P21741	False	MDK_HUMAN		CPI-SS0A11F7B60	0.0	0.218	0.0	0.253	0.029	0.047	0.017
MDK	P21741	False	MDK_HUMAN		CPI-SS071E11D75	0.0	0.218	0.0	0.253	0.029	0.047	0.017
MDK	P21741	False	MDK_HUMAN		CPI-SS03EA1937C	0.0	0.218	0.0	0.253	0.029	0.047	0.017
SELPLG	Q14242	False	SELPLG_HUMAN		CPI-SS0532E1B1B	0.003	0.02	0.119	0.012	0.108	0.082	0.068
SELPLG	Q14242	False	SELPLG_HUMAN		CPI-SS0F2A2CC0A	0.003	0.02	0.119	0.012	0.108	0.082	0.068
SELPLG	Q14242	False	SELPLG_HUMAN		CPI-SS07994434F	0.003	0.02	0.119	0.012	0.108	0.082	0.068
SELPLG	Q14242	False	SELPLG_HUMAN		CPI-SS0B553DE0F	0.003	0.02	0.119	0.012	0.108	0.082	0.068
SELPLG	Q14242	False	SELPLG_HUMAN		CPI-SS087321EB5	0.003	0.02	0.119	0.012	0.108	0.082	0.068
SELPLG	Q14242	False	SELPLG_HUMAN		CPI-SS02B7540B0	0.003	0.02	0.119	0.012	0.108	0.082	0.068
CD14	P08571	False	CD14_HUMAN		CPI-SS0FEFADBE0	0.022	0.103	0.313	0.0	0.999	0.02	0.011
CD14	P08571	False	CD14_HUMAN		CPI-SS0294C06D0	0.022	0.103	0.313	0.0	0.999	0.02	0.011
CD14	P08571	False	CD14_HUMAN		CPI-SS077F3546C	0.022	0.103	0.313	0.0	0.999	0.02	0.011
CD14	P08571	False	CD14_HUMAN		CPI-SS09AEB9397	0.022	0.103	0.313	0.0	0.999	0.02	0.011
CD14	P08571	False	CD14_HUMAN		CPI-SS082B13B46	0.022	0.103	0.313	0.0	0.999	0.02	0.011
SPON2	Q9BUD6	False	SPON2_HUMAN		CPI-SS05232CAF9	0.189	0.144	0.012	0.081	0.006	1.237	0.125
SPON2	Q9BUD6	False	SPON2_HUMAN		CPI-SS09D3BE100	0.189	0.144	0.012	0.081	0.006	1.237	0.125
SPON2	Q9BUD6	False	SPON2_HUMAN		CPI-SS07DCF8E87	0.189	0.144	0.012	0.081	0.006	1.237	0.125
SPON2	Q9BUD6	False	SPON2_HUMAN		CPI-SS03BD26E5B	0.189	0.144	0.012	0.081	0.006	1.237	0.125
SPON2	Q9BUD6	False	SPON2_HUMAN		CPI-SS00EC73CED	0.189	0.144	0.012	0.081	0.006	1.237	0.125
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS05D25F39E	0.151	0.007	0.0	0.003	0.0	0.008	0.069
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0542D117A	0.151	0.007	0.0	0.003	0.0	0.008	0.069
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS03DE1223C	0.151	0.007	0.0	0.003	0.0	0.008	0.069
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS087B53ABF	0.151	0.007	0.0	0.003	0.0	0.008	0.069
JAM3	Q9BX67	False	JAM3_HUMAN		CPI-SS0551A73E8	0.151	0.007	0.0	0.003	0.0	0.008	0.069
S100A8	P05109	False	S100A8_HUMAN		CPI-SS07939D079	0.0	0.59	2.524	0.006	3.164	0.085	0.002
S100A8	P05109	False	S100A8_HUMAN		CPI-SS0EB5D4AA1	0.0	0.59	2.524	0.006	3.164	0.085	0.002
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0EBE756E8	0.0	0.989	3.72	0.007	4.462	0.135	0.017
S100A9	P06702	False	S100A9_HUMAN		CPI-SS0A15A5445	0.0	0.989	3.72	0.007	4.462	0.135	0.017
FCER2	P06734	False	FCER2_HUMAN		CPI-SS0E18854A9	0.117	0.0	0.0	0.0	0.011	0.0	0.0
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SS03540A7B0	0.021	0.042	0.0	0.041	0.051	0.07	0.049
ICAM2	P13598	False	ICAM2_HUMAN		CPI-SS008AB1136	0.021	0.042	0.0	0.041	0.051	0.07	0.049
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS06DE77FEF	0.629	0.21	0.126	0.73	0.177	0.813	0.738
ICAM3	P32942	False	ICAM3_HUMAN		CPI-SS0309446DA	0.629	0.21	0.126	0.73	0.177	0.813	0.738
ICAM5	Q9UMF0	False	ICAM5_HUMAN		CPI-SS0CEB36C52	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ICAM5	Q9UMF0	False	ICAM5_HUMAN		CPI-SS0C980DB1D	0.0	0.0	0.0	0.006	0.0	0.0	0.0
ICAM5	Q9UMF0	False	ICAM5_HUMAN		CPI-SS07EC55C69	0.0	0.0	0.0	0.006	0.0	0.0	0.0
LYZ	P61626	False	LYZ_HUMAN		CPI-SS02B184FA2	0.0	1.868	5.328	0.488	4.41	0.168	0.033
KIR2DL3	P43628	False	KIR2DL3_HUMAN		CPI-SS0FF2B313C	0.0	0.0	0.0	0.002	0.0	0.187	0.011
KIR2DL3	P43628	False	KIR2DL3_HUMAN		CPI-SS088D342A0	0.0	0.0	0.0	0.002	0.0	0.187	0.011
KIR2DL3	P43628	False	KIR2DL3_HUMAN		CPI-SS091151A75	0.0	0.0	0.0	0.002	0.0	0.187	0.011
KIR3DL1	P43629	False	KIR3DL1_HUMAN		CPI-SS0DC3F1D36	0.0	0.0	0.0	0.0	0.0	0.071	0.009
KIR3DL1	P43629	False	KIR3DL1_HUMAN		CPI-SS0BAC44454	0.0	0.0	0.0	0.0	0.0	0.071	0.009
KIR3DL1	P43629	False	KIR3DL1_HUMAN		CPI-SS0E2DC2F01	0.0	0.0	0.0	0.0	0.0	0.071	0.009
KIR3DL1	P43629	False	KIR3DL1_HUMAN		CPI-SS070C02196	0.0	0.0	0.0	0.0	0.0	0.071	0.009
KIR3DL1	P43629	False	KIR3DL1_HUMAN		CPI-SS0659428ED	0.0	0.0	0.0	0.0	0.0	0.071	0.009
KIR3DL1	P43629	False	KIR3DL1_HUMAN		CPI-SS048242083	0.0	0.0	0.0	0.0	0.0	0.071	0.009
